 1.4938624 +50.6478767 PER  O
 1.4970676 +54.6477699 PER  O
 1.8355761 +54.6228828 PER  O
 1.8396815 +58.1227188 PER  O
 2.0515749 +58.1046753 PER  O
 2.0530417 +59.1046104 PER  O
 2.5868237 +59.0511551 PER  O
 2.5841558 +57.5513000 PER  O
 3.2600620 +57.4684982 PER  O
 3.3275664 +57.4593849 PER  O
 3.3236015 +55.4596519 PER  O
 3.4921267 +55.4362831 PER  O
 3.4875391 +52.9366074 PER  O
 4.8560190 +52.7196465 PER  O
 4.8304896 +36.2218513 PER  O
 4.6382561 +36.2547150 PER  O
 4.6324625 +30.9218750 PER  O
 3.4951112 +31.1003609 PER  O
22.8566475 +00.6622211 PSC  O
22.8561478 +02.6622071 PSC  O
22.8547611 +08.1621685 PSC  O
23.9398689 +08.1957970 PSC  O
23.9398079 +10.6957970 PSC  O
 0.1068487 +10.6960354 PSC  O
 0.1068783 +13.1960354 PSC  O
 0.2489412 +13.1951942 PSC  O
 0.2493281 +21.6951923 PSC  O
 0.9609877 +21.6766376 PSC  O
 0.9616043 +24.4266243 PSC  O
 0.8275661 +24.4319324 PSC  O
 0.8295376 +33.6818962 PSC  O
 1.5264951 +33.6453705 PSC  O
 1.5244280 +28.6454391 PSC  O
 1.7843140 +28.6262817 PSC  O
 1.7829783 +25.6263351 PSC  O
 1.7770489 +10.5432396 PSC  O
 2.1110165 +10.5143948 PSC  O
 2.1076844 +02.5978806 PSC  O
 0.4402525 +02.6925383 PSC  O
 0.4400886 +00.6925398 PSC  O
 0.4395135 -06.3074551 PSC  O
23.9402199 -06.3042021 PSC  O
23.9401474 -03.3042023 PSC  O
22.8576469 -03.3377509 PSC  O
23.1120644 -24.8250446 PSA  O
21.9846859 -24.9040413 PSA  O
21.4538517 -24.9597607 PSA  O
21.4554424 -27.4596672 PSA  O
21.4618702 -36.4592972 PSA  O
23.1151676 -36.3249741 PSA  O
 7.4648933 -11.2521448 PUP  O
 7.4451466 -33.2504692 PUP  O
 6.6602573 -33.1128159 PUP  O
 6.6472611 -43.1116486 PUP  O
 6.0634518 -43.0057793 PUP  O
 6.0499268 -50.7545471 PUP  O
 8.0574465 -51.1025848 PUP  O
 8.0692186 -43.3535042 PUP  O
 8.4381542 -43.4095192 PUP  O
 8.4451866 -37.1600380 PUP  O
 8.4618063 -17.4112568 PUP  O
 8.4659853 -11.4115648 PUP  O
 8.1822786 -11.3687992 PUP  O
 8.4618063 -17.4112568 PYX  O
 8.6789560 -17.4424706 PYX  O
 8.6775675 -19.4423733 PYX  O
 9.1789980 -19.5088310 PYX  O
 9.1757851 -24.5086308 PYX  O
 9.4602890 -24.5425186 PYX  O
 9.4514399 -37.2920151 PYX  O
 8.4451866 -37.1600380 PYX  O
18.9582424 +18.6647091 SGE  O
18.9559422 +21.2478352 SGE  O
19.3397541 +21.3148155 SGE  O
19.3414192 +19.3982983 SGE  O
19.9257126 +19.4955387 SGE  O
19.9240170 +21.5787334 SGE  O
20.3416939 +21.6436558 SGE  O
20.3422699 +20.8936996 SGE  O
20.3457966 +16.1439629 SGE  O
20.2372665 +16.1275158 SGE  O
