2	56	25.7	-	8	53	53	3.89
12	19	54.4	-	0	40	1	3.89
8	25	39.6	-	3	54	23	3.9
19	52	28.4	+	1	0	20	3.9
4	3	9.4	+	5	59	21	3.91
9	39	51.4	-	1	8	34	3.91
15	35	31.6	-	14	47	22	3.91
17	0	17.4	+	30	55	35	3.92
21	15	49.4	+	5	14	52	3.92
4	36	19.1	-	3	21	9	3.93
7	41	14.8	-	9	33	4	3.93
19	21	40.4	-	17	50	50	3.93
8	44	41.1	+	18	9	15	3.94
11	23	55.5	+	10	31	45	3.94
6	36	41	-	19	15	21	3.95
15	50	57.5	-	33	37	38	3.95
22	46	31.9	+	23	33	56	3.95
4	24	2.2	-	34	1	1	3.96
6	49	50.5	-	32	30	31	3.96
7	43	48.5	-	28	57	17	3.96
16	6	48.4	-	20	40	9	3.96
18	0	38.7	+	2	55	54	3.97
23	22	58.2	-	20	6	2	3.97
6	14	51.3	-	6	16	29	3.98
2	0	0.3	-	21	4	40	4
2	17	18.9	+	33	50	50	4.01
8	50	31.9	-	27	42	36	4.01
16	11	59.7	-	19	27	38	4.01
20	29	23.7	+	30	22	7	4.01
22	49	35.5	-	13	35	33	4.01
23	59	18.7	+	6	51	48	4.01
4	45	30.1	-	3	15	17	4.02
8	46	41.8	+	28	45	36	4.02
12	8	24.8	-	24	43	44	4.02
18	59	37.4	+	15	4	6	4.02
19	1	40.8	-	5	44	20	4.02
22	35	21.4	-	0	7	3	4.02
11	45	51.6	+	6	31	46	4.03
18	5	27.3	+	2	29	58	4.03
20	33	12.8	+	11	18	12	4.03
4	11	51.9	-	6	50	15	4.04
11	21	8.2	+	6	1	46	4.05
0	47	20.3	+	24	16	2	4.06
7	35	55.3	+	26	53	45	4.06
2	39	29	+	0	19	43	4.07
4	56	22.3	+	13	30	52	4.07
6	54	11.4	-	12	2	19	4.07
13	49	28.6	+	15	47	52	4.07
21	5	56.8	-	17	13	58	4.07
10	59	46.5	-	18	17	56	4.08
11	24	52.9	-	17	41	2	4.08
14	16	0.9	-	6	0	2	4.08
21	22	5.2	+	19	48	16	4.08
3	2	23.5	-	23	37	28	4.09
5	36	54.3	+	9	17	26	4.09
15	48	44.4	+	18	8	30	4.09
3	30	52.4	+	12	56	12	4.11
20	51	49.3	-	26	55	9	4.11
6	2	23	+	9	38	51	4.12
7	3	45.5	-	15	38	0	4.12
9	51	28.7	-	14	50	48	4.12
12	5	12.5	+	8	43	59	4.12
21	44	38.7	+	25	38	42	4.13
23	39	57	+	5	37	35	4.13
5	23	56.8	-	7	48	29	4.14
15	32	55.8	+	31	21	33	4.14
20	46	5.7	-	25	16	15	4.14
6	28	57.8	+	20	12	44	4.15
7	11	51.9	-	0	29	34	4.15
15	53	49.5	-	16	43	46	4.15
15	57	35.3	+	26	52	40	4.15
6	4	7.2	+	23	15	48	4.16
8	37	39.4	+	5	42	13	4.16
22	16	50	-	7	47	0	4.16
17	26	22.2	-	24	10	31	4.17
22	40	39.4	-	27	2	37	4.17
3	46	19.6	+	23	56	54	4.18
7	29	6.7	+	31	47	4	4.18
13	49	26.7	-	34	27	3	4.19
14	12	53.8	-	10	16	25	4.19
18	45	39.7	+	20	32	47	4.19
22	46	41.6	+	12	10	22	4.19
5	30	47.1	+	5	56	53	4.2
7	56	51.5	-	22	52	48	4.2
5	40	45.6	-	1	56	34	4.21
22	55	56.9	-	32	32	23	4.21
23	15	53.5	-	9	5	16	4.21
4	25	22.1	+	22	17	38	4.22
18	47	10.5	-	4	44	52	4.22
20	45	39.7	+	30	43	11	4.22
23	14	19.4	-	6	2	56	4.22
3	46	50.9	-	23	14	59	4.23
13	45	41.2	-	33	2	38	4.23
16	31	22.9	-	34	42	16	4.23
19	50	33.9	+	32	54	51	4.23
20	17	38.9	-	12	30	30	4.24
2	44	7.4	-	13	51	31	4.25
4	35	39.3	+	10	9	39	4.25
8	58	29.2	+	11	51	28	4.25
10	27	9.1	-	31	4	4	4.25
1	45	23.6	+	9	9	28	4.26
13	11	52.4	+	27	52	41	4.26
14	1	38.8	+	1	32	40	4.26
17	41	24.9	-	12	52	31	4.26
2	44	56.5	+	10	6	51	4.27
3	33	47.3	-	21	37	58	4.27
4	38	9.5	+	12	30	39	4.27
5	9	8.8	-	8	45	15	4.27
20	46	39.5	+	16	7	27	4.27
22	6	26.2	-	13	52	11	4.27
1	2	56.6	+	7	53	24	4.28
2	28	9.5	+	8	27	36	4.28
3	36	52.4	+	0	24	6	4.28
4	26	18.5	+	22	48	49	4.28
4	42	14.7	+	22	57	25	4.28
7	43	18.7	+	28	53	1	4.28
11	52	54.6	-	33	54	29	4.28
16	31	8.3	-	16	36	46	4.28
21	22	14.8	-	16	50	4	4.28
23	27	58.1	+	6	22	44	4.28
4	15	32.1	+	8	53	32	4.29
4	25	29.4	+	17	55	41	4.29
5	19	34.5	-	13	10	36	4.29
17	27	21.3	-	29	52	1	4.29
22	9	59.2	+	33	10	42	4.29
22	31	30.3	-	32	20	46	4.29
3	45	12.5	+	24	28	2	4.3
8	43	13.5	+	3	23	55	4.3
11	36	56.9	-	0	49	26	4.3
0	58	36.4	-	29	21	27	4.31
9	31	43.2	+	22	58	5	4.31
12	32	4.2	-	16	11	46	4.31
4	40	26.5	-	19	40	18	4.32
7	28	9.8	+	8	55	32	4.32
8	46	22.5	-	13	32	52	4.32
16	7	24.3	-	20	52	7	4.32
20	38	20.3	-	1	6	19	4.32
2	2	2.8	+	2	45	49	4.33
6	31	51.3	-	23	25	6	4.33
17	20	49.7	-	12	50	49	4.33
8	8	35.6	-	2	59	2	4.34
15	17	49.9	-	30	8	56	4.34
17	26	30.9	+	4	8	25	4.34
21	44	56.8	-	33	1	33	4.34
21	44	30.7	+	17	21	0	4.34
3	11	37.8	+	19	43	36	4.35
6	15	22.7	+	29	29	53	4.35
0	36	52.9	+	33	43	10	4.36
4	4	41.7	+	22	4	55	4.36
4	50	36.7	+	8	54	1	4.36
5	13	13.9	-	12	56	29	4.36
8	48	26	+	5	50	16	4.36
12	26	56.3	+	28	16	6	4.36
18	8	45.5	+	20	48	52	4.36
18	47	1.3	+	18	10	53	4.36
19	36	43.3	-	1	17	11	4.36
0	38	33.3	+	29	18	42	4.37
2	13	0	+	8	50	48	4.37
6	56	8.2	-	17	3	15	4.37
10	7	54.3	+	9	59	51	4.37
19	40	5.8	+	18	0	50	4.37
19	41	2.9	+	17	28	34	4.37
5	32	12.8	+	18	35	40	4.38
13	9	57	-	5	32	20	4.38
16	54	0.5	+	10	9	55	4.38
4	52	53.7	-	5	27	10	4.39
8	2	15.9	+	2	20	4	4.39
17	21	0.2	-	21	6	46	4.39
23	17	54.2	-	9	10	57	4.39
23	26	2.8	-	20	38	31	4.39
7	18	42.4	-	24	57	15	4.4
8	9	1.6	-	19	14	42	4.4
15	2	54	+	2	5	29	4.4
23	25	22.8	+	23	24	15	4.4
5	34	49.2	+	9	29	22	4.41
5	54	22.9	+	20	16	34	4.41
7	11	8.4	+	30	14	43	4.41
11	18	11	+	31	31	45	4.41
14	50	17.3	-	27	57	37	4.41
17	30	44.3	+	26	6	38	4.41
17	58	30.2	+	30	11	22	4.41
23	18	49.4	-	32	31	55	4.41
0	1	57.6	-	6	0	51	4.41
0	57	12.4	+	23	25	3	4.42
3	46	8.5	-	12	6	6	4.42
6	7	34.3	+	14	46	6	4.42
11	2	19.8	+	20	10	47	4.42
16	27	1.4	-	18	27	23	4.42
20	47	44.2	-	5	1	40	4.42
22	28	50.1	-	0	1	12	4.42
0	48	41	+	7	35	6	4.43
4	15	16.3	-	7	39	10	4.43
6	37	53.4	-	18	14	15	4.43
14	41	8.9	+	13	43	42	4.43
15	46	26.6	+	7	21	11	4.43
20	23	51.7	+	32	11	24	4.43
20	43	27.5	+	15	4	28	4.43
21	17	55.1	+	34	53	49	4.43
0	14	38.4	-	18	55	58	4.44
1	41	25.9	+	5	29	15	4.44
6	23	46.1	+	4	35	34	4.44
8	38	45.4	+	3	20	29	4.44
19	28	42.3	+	24	39	54	4.44
5	12	17.9	-	11	52	9	4.45
7	34	3.2	-	22	17	46	4.45
16	32	8.2	-	21	27	59	4.45
18	1	45.2	+	1	18	19	4.45
19	34	5.4	+	7	22	44	4.45
2	49	5.4	-	32	24	21	4.46
5	13	17.5	+	2	51	40	4.46
9	24	39.3	+	26	10	56	4.46
14	34	40.8	+	29	44	42	4.46
22	52	31.6	-	32	52	32	4.46
2	45	6.2	-	18	34	21	4.47
3	20	20.4	+	29	2	54	4.47
4	58	32.9	+	1	42	51	4.47
6	47	51.6	+	2	24	44	4.47
11	16	39.7	-	3	39	6	4.47
23	6	40.9	-	23	44	35	4.47
6	11	56.4	+	14	12	32	4.48
6	28	10.1	-	32	34	48	4.48
11	11	39.5	-	22	49	33	4.48
4	26	20.8	+	15	37	6	4.49
6	43	59.3	+	13	13	40	4.49
10	7	56.3	-	0	22	18	4.49
14	57	11	-	4	20	47	4.49
21	14	28.9	+	10	0	25	4.49
23	42	43.3	-	14	32	42	4.49
6	32	54.2	+	7	19	59	4.5
7	38	49.3	-	26	48	6	4.5
7	48	5.2	-	25	56	14	4.5
10	55	36.8	+	24	44	59	4.5
13	47	15.7	+	17	27	24	4.5
16	24	6.2	-	20	2	15	4.5
21	7	7.7	-	25	0	21	4.5
22	8	23	-	32	59	19	4.5
23	42	2.8	+	1	46	48	4.5
1	11	39.6	+	30	5	23	4.51
2	47	54.5	+	29	14	50	4.51
4	33	30.6	-	29	46	0	4.51
21	9	35.7	-	11	22	18	4.51
21	28	43.4	-	21	48	26	4.51
14	19	6.6	-	13	22	16	4.52
15	41	33.1	+	19	40	13	4.52
19	56	56.8	-	27	10	12	4.52
20	15	46.1	+	27	48	51	4.52
23	7	0.3	+	9	24	34	4.52
6	0	3.4	-	3	4	27	4.53
7	37	22.1	-	34	58	7	4.53
11	47	59.1	+	20	13	8	4.53
23	3	52.6	+	3	49	12	4.53
5	18	10.7	+	33	22	18	4.54
6	35	3.4	-	22	57	53	4.54
7	29	47.8	+	12	0	24	4.54
15	4	26.7	+	26	56	51	4.54
15	12	13.3	-	19	47	30	4.54
17	26	37.9	-	5	5	12	4.54
17	47	33.6	-	27	49	51	4.54
14	51	23.3	+	19	6	4	4.55
16	20	38.2	-	24	10	10	4.55
23	29	9.3	+	12	45	38	4.55
0	3	44.4	-	17	20	10	4.55
13	51	49.6	-	32	59	40	4.56
5	39	11.1	+	4	7	17	4.57
9	31	58.9	-	1	11	6	4.57
16	25	25	+	14	2	0	4.57
18	8	5	-	28	27	26	4.57
21	29	56.9	+	23	38	20	4.57
23	48	55.6	-	28	7	49	4.57
5	53	19.6	+	27	36	44	4.58
9	8	2.9	-	25	51	30	4.58
19	53	27.7	+	24	4	47	4.58
20	2	39.5	-	27	42	35	4.58
5	26	50.2	+	3	5	44	4.59
5	35	23.2	-	4	50	18	4.59
7	43	32.4	-	28	24	40	4.59
15	53	36.7	-	25	19	38	4.59
16	12	18.2	-	27	55	35	4.59
18	54	44.9	+	22	38	42	4.59
20	52	7.7	+	27	5	49	4.59
22	28	49.7	-	0	1	13	4.59
6	28	49	-	7	1	58	4.6
9	29	8.9	-	2	46	8	4.6
10	5	7.5	-	13	3	53	4.6
14	45	14.5	+	16	57	52	4.6
19	36	42.4	-	24	53	1	4.6
23	20	38.2	+	23	44	25	4.6
0	5	20.1	-	5	42	27	4.61
7	59	52	-	18	23	57	4.61
19	21	43.6	-	15	57	18	4.61
1	53	33.3	+	3	11	15	4.62
5	31	55.8	-	7	18	5	4.62
7	38	49.8	-	26	48	13	4.62
8	43	40.4	-	7	14	1	4.62
15	34	10.7	-	10	3	52	4.62
17	37	50.7	-	8	7	8	4.62
18	0	29	-	3	41	25	4.62
18	56	13.2	+	4	12	13	4.62
2	59	12.7	+	21	20	25	4.63
2	59	12.7	+	21	20	25	4.63
6	3	55.2	+	20	8	18	4.63
11	5	1	+	7	20	10	4.63
11	15	12.2	+	23	5	44	4.63
15	49	35.7	+	26	4	6	4.63
16	27	48.1	-	8	22	18	4.63
5	3	5.7	+	21	35	24	4.64
7	16	35	-	27	52	52	4.64
7	35	22.8	-	28	22	10	4.64
15	50	58.7	-	25	45	5	4.64
18	0	15.8	+	4	22	7	4.64
18	7	18.4	+	8	44	2	4.64
20	1	6.1	+	27	45	13	4.64
1	13	44.9	+	24	35	1	4.65
3	53	42.6	-	24	36	45	4.65
4	33	50.9	+	14	50	40	4.65
4	54	53.8	+	10	9	3	4.65
6	54	38.7	+	13	10	40	4.65
7	30	42.5	-	30	57	44	4.65
16	49	50	-	10	46	59	4.65
18	18	3.2	-	27	2	33	4.65
1	11	27.2	+	21	2	5	4.66
2	43	27.1	+	27	42	26	4.66
3	59	55.5	-	24	0	59	4.66
6	40	58.7	+	9	53	44	4.66
7	14	15.2	-	26	21	9	4.66
8	43	17.1	+	21	28	7	4.66
12	0	52.4	+	6	36	51	4.66
12	39	14.8	-	7	59	44	4.66
19	26	31.1	+	0	20	19	4.66
22	25	16.6	+	1	22	39	4.66
23	57	45.5	+	25	8	29	4.66
1	49	35.1	-	10	41	11	4.67
6	6	9.3	-	14	56	7	4.67
15	39	46	-	34	24	43	4.67
18	0	3.4	+	16	45	3	4.67
21	1	17.5	-	32	15	28	4.67
5	4	34.1	+	15	24	15	4.68
6	55	37.4	-	20	8	11	4.68
8	1	13.3	-	1	23	33	4.68
9	38	27.3	+	4	38	57	4.68
18	23	39.5	-	8	56	3	4.68
20	35	18.5	+	14	40	27	4.68
21	37	4.8	-	19	27	58	4.68
2	4	29.4	-	29	17	49	4.69
4	26	36.4	+	14	42	49	4.69
4	39	16.5	+	15	55	5	4.69
9	23	12.3	-	28	50	2	4.69
9	27	18.4	-	22	20	38	4.69
13	31	57.9	-	6	15	21	4.69
18	5	1.3	-	29	34	48	4.69
19	39	22.6	+	30	9	12	4.69
21	10	20.5	+	10	7	54	4.69
21	37	45.1	-	7	51	15	4.69
22	3	18.9	-	2	9	19	4.69
22	43	35.3	-	18	49	49	4.69
23	9	54.8	-	22	27	27	4.69
2	59	42.9	+	8	54	27	4.7
7	38	18	-	25	21	53	4.7
10	0	12.8	+	8	2	39	4.7
11	36	40.9	-	9	48	8	4.7
11	40	12.8	-	34	44	41	4.7
18	29	11.9	-	14	33	57	4.7
19	55	50.4	-	26	17	58	4.7
5	20	26.9	-	21	14	22	4.71
5	29	44	-	1	5	32	4.71
10	38	43.2	+	31	58	34	4.71
19	54	14.9	+	8	27	41	4.71
21	17	56.3	-	32	10	21	4.71
23	33	16.6	-	20	54	52	4.71
8	11	16.3	-	12	55	37	4.72
9	21	29.6	-	25	57	56	4.72
18	42	16.4	-	9	3	9	4.72
3	30	37.1	-	5	4	31	4.73
5	21	45.7	-	0	22	57	4.73
11	44	45.8	-	18	21	3	4.73
13	53	12.5	-	31	55	40	4.73
17	16	36.7	-	0	26	43	4.73
20	52	39.2	-	8	59	0	4.73
21	42	39.5	-	18	51	59	4.73
21	44	8.6	+	28	44	34	4.73
4	52	32	+	14	15	2	4.74
10	25	54.9	+	33	47	46	4.74
11	1	49.7	-	2	29	5	4.74
12	20	43	+	17	47	34	4.74
13	18	24.3	-	18	18	41	4.74
13	51	47.5	+	34	26	39	4.74
15	41	56.8	-	19	40	44	4.74
19	31	46.3	+	34	27	11	4.74
1	53	31.8	+	19	17	37	4.75
2	32	5.2	-	15	14	41	4.75
2	51	2.3	-	21	0	15	4.75
15	42	41	-	34	42	38	4.75
0	44	11.4	-	10	36	34	4.76
1	19	28	+	27	15	51	4.76
5	32	43.7	+	32	11	31	4.76
13	27	27.2	-	15	58	25	4.76
15	51	15.9	+	20	58	40	4.76
17	59	47.6	-	23	48	58	4.76
20	20	39.8	-	12	45	33	4.76
23	7	6.8	+	25	28	6	4.76
0	53	0.5	-	1	8	39	4.77
6	47	19.8	+	8	2	14	4.77
9	41	17	-	23	35	30	4.77
11	30	18.9	-	3	0	13	4.77
14	23	5.8	-	27	45	14	4.77
16	4	22.1	-	11	22	23	4.77
19	16	13	+	21	23	25	4.77
4	30	33.7	+	16	11	38	4.78
5	35	2.7	-	6	0	7	4.78
5	52	26.4	+	1	51	18	4.78
12	58	55.4	+	17	24	34	4.78
16	18	17.9	-	28	36	50	4.78
20	15	15.9	+	25	35	31	4.78
20	28	51.6	-	17	48	49	4.78
1	57	55.7	+	23	35	46	4.79
3	54	17.5	-	2	57	17	4.79
4	59	55.8	-	12	32	15	4.79
7	16	36.8	-	23	18	56	4.79
7	57	40.1	-	30	20	5	4.79
9	19	46.4	-	11	58	30	4.79
9	44	12.1	-	27	46	10	4.79
10	19	44.1	+	19	28	15	4.79
12	54	21.2	-	9	32	20	4.79
16	30	12.4	-	25	6	54	4.79
22	27	51.5	+	4	41	44	4.79
22	41	45.4	+	29	18	27	4.79
0	14	36.2	+	20	12	24	4.8
3	15	50	-	8	49	11	4.8
4	24	5.8	+	17	26	38	4.8
5	38	53.1	-	7	12	47	4.8
9	20	29	-	9	33	21	4.8
13	7	10.7	+	27	37	29	4.8
13	17	36.3	+	5	28	11	4.8
0	27	55.7	-	33	0	26	4.81
5	1	26.3	-	7	10	26	4.81
12	22	30.3	+	25	50	46	4.81
12	34	51.1	+	22	37	45	4.81
14	28	12.1	-	2	13	41	4.81
14	43	25.4	+	26	31	40	4.81
15	2	6.5	+	25	0	29	4.81
17	31	25	-	23	57	46	4.81
18	25	21	-	20	32	30	4.81
22	21	19.3	+	28	19	50	4.81
3	18	43.8	+	34	13	22	4.82
5	9	42	+	15	35	50	4.82
5	57	59.7	+	25	57	14	4.82
6	39	16.7	-	14	8	45	4.82
10	37	33.2	-	13	23	4	4.82
16	22	4.4	+	1	1	45	4.82
17	1	3.6	-	4	13	21	4.82
17	17	19.5	+	33	6	0	4.82
20	38	31.3	+	21	12	4	4.82
22	30	38.8	-	10	40	41	4.82
23	41	45.8	-	17	48	59	4.82
1	53	31.8	+	19	17	45	4.83
3	19	21.7	+	3	22	13	4.83
5	17	29.1	-	34	53	43	4.83
6	53	32.9	-	20	13	27	4.83
8	21	23	-	33	3	16	4.83
11	24	36.6	-	10	51	34	4.83
14	10	23.9	+	25	5	30	4.83
14	41	8.9	+	13	43	42	4.83
16	2	17.7	+	22	48	16	4.83
17	49	10.5	-	31	42	12	4.83
